"","Title","Date","Prize","URL"
"27","標題[賣/新竹]  IPHONE 6S 64G 玫瑰金","時間Thu Jan 28 18:49:54 2016","[交易價格]：25900元","https://www.ptt.cc/bbs/MacShop/M.1453978196.A.3B1.html"
"28","標題[賣/新竹] Air11"" 2015保內/MBPR13"" 8G 256G ","時間Thu Jan 28 19:14:33 2016","[交易價格]：28500","[交易價格]：20500"
"29","標題[賣/台南] new iPad 64G wifi+cellular","時間Thu Jan 28 19:42:12 2016","[交易價格]：5500","https://www.ptt.cc/bbs/MacShop/M.1453981336.A.4E1.html"
"30","標題[賣/全國] iPad air2 金色64G 全新未拆","時間Thu Jan 28 19:51:03 2016","[交易價格]：16800","https://www.ptt.cc/bbs/MacShop/M.1453981866.A.496.html"
"31","標題[賣/台北] 全新iPad mini2 WiFi 16G 銀白","時間Thu Jan 28 20:00:27 2016","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1453982429.A.61C.html"
"32","標題[賣/雙北] 全新iPhone 6s 64G 玫瑰金","時間Thu Jan 28 20:52:24 2016","[交易價格]：NTD25,500 (不二價)","https://www.ptt.cc/bbs/MacShop/M.1453985549.A.A23.html"
"33","標題[賣/全國] iPad 3 32GB WiFi 贈金屬懶人架","時間Thu Jan 28 21:06:26 2016","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1453986388.A.B27.html"
"34","標題[賣/台北] iphone5S 金色 16G ","時間Thu Jan 28 21:15:07 2016","[交易價格]：6000","https://www.ptt.cc/bbs/MacShop/M.1453986909.A.B6D.html"
"35","標題[賣/桃園] Apple watch 不銹鋼38mm 全新未拆封 ","時間Thu Jan 28 21:24:08 2016","[交易價格]：13500(官網17900)","https://www.ptt.cc/bbs/MacShop/M.1453987450.A.BDC.html"
"36","標題[賣/台北]2014 11.6"" Macbook Air（售出）","時間Thu Jan 28 21:25:34 2016","[交易價格]：17,000","https://www.ptt.cc/bbs/MacShop/M.1453987536.A.D54.html"
"37","標題[賣/台中] iPhone5 16G黑","時間Thu Jan 28 21:27:00 2016","[交易價格]：5900","https://www.ptt.cc/bbs/MacShop/M.1453987622.A.DA1.html"
"38","標題[賣/彰化] Apple TV 3代(保固內)","時間Thu Jan 28 21:43:43 2016","[交易價格]：1700","https://www.ptt.cc/bbs/MacShop/M.1453988625.A.002.html"
"39","標題[賣/新竹] iPad Pro 128灰","時間Thu Jan 28 21:46:23 2016","[交易價格]：30000","https://www.ptt.cc/bbs/MacShop/M.1453988785.A.538.html"
"40","標題[賣/台中] MacBook Air(13-inch Mid2012)","時間Thu Jan 28 22:18:13 2016","[交易價格]：17000","https://www.ptt.cc/bbs/MacShop/M.1453990696.A.115.html"
"41","標題[賣/高雄] Apple Watch 42mm 不鏽鋼 13000元","時間Thu Jan 28 22:27:56 2016","[交易價格]：13000","https://www.ptt.cc/bbs/MacShop/M.1453991279.A.611.html"
"42","標題[賣/台北] 全新iPad Air 2 128G WiFi Silver","時間Thu Jan 28 22:30:52 2016","[交易價格]：19000","https://www.ptt.cc/bbs/MacShop/M.1453991454.A.6DF.html"
"43","標題[賣/新竹] Apple watch sport 38mm 黑 全新","時間Thu Jan 28 22:34:40 2016","[交易價格]：8500 (誠可議)","https://www.ptt.cc/bbs/MacShop/M.1453991683.A.DA5.html"
"44","標題[賣/台中]  iPhone6 Plus 64G 太空灰","時間Thu Jan 28 22:36:37 2016","[交易價格]：15500","https://www.ptt.cc/bbs/MacShop/M.1453991800.A.8FD.html"
"45","標題[賣/全省] 二手apple watch 38mm 白色運動錶帶 ","時間Thu Jan 28 22:38:38 2016","[交易價格]：$7000","https://www.ptt.cc/bbs/MacShop/M.1453991920.A.BC2.html"
"46","標題[賣/北部] 2015 Macbook pro 13 retina 8G/128G ","時間Thu Jan 28 22:46:34 2016","[交易價格]：34000","https://www.ptt.cc/bbs/MacShop/M.1453992397.A.62B.html"
"47","標題[賣/雙北] iPhone 4s 黑色 16G","時間Thu Jan 28 22:57:27 2016","[交易價格]：$3000","https://www.ptt.cc/bbs/MacShop/M.1453993050.A.88C.html"
"48","標題[賣/雙北] iPhone 5 白色 64G 整新機","時間Thu Jan 28 23:07:41 2016","[交易價格]：$8000","https://www.ptt.cc/bbs/MacShop/M.1453993663.A.55B.html"
"49","標題[賣/全國] GOR IPAD mini 4 玻璃保護貼 ","時間Thu Jan 28 23:25:54 2016","[交易價格]：2.0D 弧邊 -> 199 元","https://www.ptt.cc/bbs/MacShop/M.1453994757.A.165.html"
"50","標題[賣/台北] moshi mini dp 轉 HDMI ","時間Thu Jan 28 23:37:55 2016","[交易價格]：九折出售 980元 （原價1090元）","https://www.ptt.cc/bbs/MacShop/M.1453995478.A.5D6.html"
"51","標題[賣/新竹] 二手iPad mini2 wifi 32G 銀 ","時間Thu Jan 28 23:49:53 2016","[交易價格]：7800","https://www.ptt.cc/bbs/MacShop/M.1453996196.A.2F1.html"
"52","標題[賣/台北] 全新 Macbook 12' 金 1.2G/512GB 2015","時間Thu Jan 28 23:59:21 2016","[交易價格]：46,000","https://www.ptt.cc/bbs/MacShop/M.1453996764.A.DA2.html"
"53","標題[賣/雙北] iPhone 5s 銀白 64G 整新機","時間Fri Jan 29 00:04:52 2016","[交易價格]：$11500","https://www.ptt.cc/bbs/MacShop/M.1453997095.A.F3E.html"
"54","標題[賣/台中] iPhone 5s 32g 銀白 ","時間Fri Jan 29 00:05:55 2016","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1453997158.A.344.html"
"55","標題[賣/台中] macbook 12""","時間Fri Jan 29 00:07:48 2016","[交易價格]：37,500","https://www.ptt.cc/bbs/MacShop/M.1453997286.A.784.html"
"56","標題[賣/台北] iMac 27 2013 late 16G","時間Fri Jan 29 00:12:00 2016","[交易價格]：40000","https://www.ptt.cc/bbs/MacShop/M.1453997523.A.680.html"
"57","標題[賣/雙北] 全新iphone6s 64G 玫瑰金","時間Fri Jan 29 00:14:42 2016","[交易價格]：25500","https://www.ptt.cc/bbs/MacShop/M.1453997685.A.66B.html"
"58","標題[賣/新北] APPLE TV3 保固到七月 ","時間Fri Jan 29 00:21:39 2016","[交易價格]：1900","https://www.ptt.cc/bbs/MacShop/M.1453998103.A.55D.html"
"59","標題[賣/台北] iPad mini 4 128gb 金色","時間Fri Jan 29 00:24:13 2016","[交易價格]：16500 大刀者不回，謝謝","https://www.ptt.cc/bbs/MacShop/M.1453998256.A.DD0.html"
"60","[交易價格]：13500","https://www.ptt.cc/bbs/MacShop/M.1453998514.A.BE2.html","[交易價格]：13500","https://www.ptt.cc/bbs/MacShop/M.1453998514.A.BE2.html"
"61","標題[賣/台北]  IPhone 5s 32G 金","時間Fri Jan 29 00:51:42 2016","[交易價格]：8500，可議價","https://www.ptt.cc/bbs/MacShop/M.1453999904.A.675.html"
"62","標題[賣/台北] 全新IPad Air2 64 Wifi 玫瑰金 ","時間Fri Jan 29 00:54:34 2016","[交易價格]：17000","https://www.ptt.cc/bbs/MacShop/M.1454000076.A.E44.html"
"63","標題[賣/全省] ipad pro smart keyboard","時間Fri Jan 29 01:19:11 2016","[交易價格]：5500","https://www.ptt.cc/bbs/MacShop/M.1454001553.A.BC2.html"
"64","標題[賣/台北] iPhone 6s 16GB 銀色","時間Fri Jan 29 01:53:16 2016","[交易價格]：21500","https://www.ptt.cc/bbs/MacShop/M.1454003598.A.9A5.html"
"65","標題[賣/雙北] 全新未拆 iPhone 6 plus 銀色","時間Fri Jan 29 02:16:25 2016","[交易價格]：25500","https://www.ptt.cc/bbs/MacShop/M.1454004988.A.1A0.html"
"66","標題[賣/高雄] iMac 21.5"" 2013Late SSD 保內","時間Fri Jan 29 02:24:55 2016","[交易價格]：41500（加觸控板）","https://www.ptt.cc/bbs/MacShop/M.1454005498.A.4E2.html"
"67","標題[賣/台南] iPad mini 2 wifi 32g ","時間Fri Jan 29 02:54:34 2016","[交易價格]：$6500","https://www.ptt.cc/bbs/MacShop/M.1454007277.A.93A.html"
"68","標題[賣/桃園] Macbook Pro Retina ,13' 2015","時間Fri Jan 29 04:03:38 2016","[交易價格]：32000","https://www.ptt.cc/bbs/MacShop/M.1454011420.A.970.html"
"69","標題[賣/台北] 二手iphone 4 16G","時間Fri Jan 29 06:20:43 2016","[交易價格]：2,300(可談)","https://www.ptt.cc/bbs/MacShop/M.1454019648.A.4B4.html"
"70","標題[賣/桃園]  2015全新未拆Macbook air 11 ","時間Fri Jan 29 06:34:40 2016","[交易價格]：26000","https://www.ptt.cc/bbs/MacShop/M.1454020483.A.8F8.html"
"71","標題[賣/北部] MACBOOK pro retina late2013 128G","時間Fri Jan 29 08:00:54 2016","[交易價格]：22500","https://www.ptt.cc/bbs/MacShop/M.1454025656.A.303.html"
"72","標題[賣/全國] 全新尾牙Macbook Pro 2015 13"" 256G","時間Fri Jan 29 09:28:29 2016","[交易價格]：42500","https://www.ptt.cc/bbs/MacShop/M.1454030912.A.F47.html"
"73","標題[賣/雙北] Apple iPad mini 4 Wi-Fi 16GB 銀","時間Fri Jan 29 10:39:43 2016","[交易價格]：11000","https://www.ptt.cc/bbs/MacShop/M.1454035186.A.7F9.html"
"74","標題[賣/台北]ipad air 2 金 128G wifi+cellular","時間Fri Jan 29 10:52:41 2016","[交易價格]：20000","https://www.ptt.cc/bbs/MacShop/M.1454035964.A.541.html"
"75","標題[賣/台北] 全新Apple Watch 42mm","時間Fri Jan 29 10:58:52 2016","[交易價格]：11000","https://www.ptt.cc/bbs/MacShop/M.1454036335.A.3B6.html"
"76","標題[賣/台北] 全新Ipad Pro 128G wifi 銀","時間Fri Jan 29 11:12:51 2016","[交易價格]：$29000","https://www.ptt.cc/bbs/MacShop/M.1454037173.A.DB5.html"
"77","標題[賣/台北] iPhone 6s 64G 玫瑰金","時間Fri Jan 29 11:45:10 2016","[交易價格]：27000","https://www.ptt.cc/bbs/MacShop/M.1454039113.A.A9A.html"
"78","標題[賣/台北] 極新iphone6s 玫瑰金 64G ","時間Fri Jan 29 11:55:24 2016","[交易價格]：25000","https://www.ptt.cc/bbs/MacShop/M.1454039727.A.3EC.html"
"79","標題[賣/台北] APPLE TV 4th 32G","時間Fri Jan 29 11:56:35 2016","[交易價格]：4500","https://www.ptt.cc/bbs/MacShop/M.1454039798.A.816.html"
"80","標題[賣/台北] 全新未拆2015 MacBookAir13"" 4G/256G ","時間Fri Jan 29 12:03:28 2016","[交易價格]：36000","https://www.ptt.cc/bbs/MacShop/M.1454040211.A.24B.html"
"81","標題[賣/台北] iPad Air2銀128G尚未領取官方整新機","時間Fri Jan 29 12:05:57 2016","[交易價格]：已售出","https://www.ptt.cc/bbs/MacShop/M.1454040359.A.AEB.html"
"82","標題[賣/新北] iphone6 earpods 跟傳輸線","時間Fri Jan 29 12:41:30 2016","[交易價格]：傳輸線 380  耳機500  (請別浪費時間議價..)","https://www.ptt.cc/bbs/MacShop/M.1454042493.A.360.html"
"83","標題[賣/台北] ipad mini4 64G WIFI版 金色","時間Fri Jan 29 13:05:57 2016","[交易價格]：14500","https://www.ptt.cc/bbs/MacShop/M.1454043960.A.A43.html"
"84","標題[賣/台北] Mac mini 2012 late 2.5GHz/4G Ram","時間Fri Jan 29 13:25:44 2016","[交易價格] : 14000","https://www.ptt.cc/bbs/MacShop/M.1454045146.A.B29.html"
"85","標題[賣/台北] 二手iPhone 5 64GB 白 $4300","時間Fri Jan 29 13:28:29 2016","[交易價格]：新台幣4,300元","https://www.ptt.cc/bbs/MacShop/M.1454045324.A.DB8.html"
"86","標題[賣/全國] 全新未拆iPad mini4 LTE 64G 金色","時間Fri Jan 29 13:36:04 2016","[交易價格]：17000","https://www.ptt.cc/bbs/MacShop/M.1454045777.A.95E.html"
"87","標題[賣/全省] 全新Ipad Pro 32G wifi 金","時間Fri Jan 29 13:42:36 2016","[交易價格]：26000(誠可議)","https://www.ptt.cc/bbs/MacShop/M.1454046158.A.E41.html"
"88","[交易價格]：10500","https://www.ptt.cc/bbs/MacShop/M.1454046179.A.546.html","[交易價格]：10500","https://www.ptt.cc/bbs/MacShop/M.1454046179.A.546.html"
"89","標題賣/ 桃園 iPad mini4 16g wifi","時間Fri Jan 29 13:58:10 2016","[交易價格]：12000","https://www.ptt.cc/bbs/MacShop/M.1454047092.A.61E.html"
"90","標題[賣/全省] 全新6/6s 4.7吋霧面滿版玻璃貼$90元 ","時間Fri Jan 29 14:30:01 2016","[交易價格]： $90元(裸裝)/$135(盒裝)","https://www.ptt.cc/bbs/MacShop/M.1454049003.A.E4E.html"
"91","標題[賣/新竹] 近全新iPad mini4 64G 金","時間Fri Jan 29 14:32:26 2016","[交易價格]：14000 (兩人排隊中)","https://www.ptt.cc/bbs/MacShop/M.1454049148.A.8AD.html"
"92","標題[賣/台北] iPad Pro 32GB 灰色 全新未拆 ","時間Fri Jan 29 14:32:50 2016","[交易價格]：25500元","https://www.ptt.cc/bbs/MacShop/M.1454049174.A.79D.html"
"93","標題[賣/台北] iPad mini 2 64G wifi版 銀白","時間Fri Jan 29 14:38:55 2016","[交易價格]：已售出 8000 已售出","https://www.ptt.cc/bbs/MacShop/M.1454049537.A.5EE.html"
"94","標題[賣/新竹] 全新iPad mini 64G wifi+cellular 銀 ","時間Fri Jan 29 14:54:04 2016","[交易價格]：17000","https://www.ptt.cc/bbs/MacShop/M.1454050449.A.21B.html"
"95","標題[賣/桃園] iPad Pro WiFi 128G金 NT30000","時間Fri Jan 29 15:10:04 2016","[交易價格]：NT30000 近兩天成功面交或是匯款的-1000","https://www.ptt.cc/bbs/MacShop/M.1454051406.A.2E9.html"
"96","標題[賣/台北] iPhone 6 64G 金 已整新","時間Fri Jan 29 15:51:46 2016","[交易價格]：18800 元","https://www.ptt.cc/bbs/MacShop/M.1454053908.A.ACF.html"
"97","標題[賣/台南] CalDigit Thunderbolt2轉接盒+原廠線 ","時間Fri Jan 29 15:52:50 2016","[交易價格]：6000, 不拆賣","https://www.ptt.cc/bbs/MacShop/M.1454053973.A.317.html"
"98","標題[賣/台北] 二手iPad Air2 64G wifi","時間Fri Jan 29 16:25:19 2016","[交易價格]：13500","https://www.ptt.cc/bbs/MacShop/M.1454055921.A.E38.html"
"99","標題[賣/台北] iMac27""高階 ME089 已加保Applecare ","時間Fri Jan 29 16:35:23 2016","[交易價格]：43000","https://www.ptt.cc/bbs/MacShop/M.1454056526.A.027.html"
"100","標題[賣/台北] iPhone 5 32g 黑色","時間Fri Jan 29 16:38:47 2016","[交易價格]：6000","https://www.ptt.cc/bbs/MacShop/M.1454056730.A.063.html"
"101","標題[賣/新竹] iphone 5s 16g金","時間Fri Jan 29 17:27:20 2016","[交易價格]：6500","https://www.ptt.cc/bbs/MacShop/M.1454059643.A.55B.html"
"102","標題[賣/台北] Apple watch 白色38mmSport款","時間Fri Jan 29 17:28:16 2016","[交易價格]：8800(誠可議)","https://www.ptt.cc/bbs/MacShop/M.1454059699.A.AC8.html"
"103","標題[賣/台北] 全新未拆iPhone 6s 64g玫瑰金","時間Fri Jan 29 17:58:02 2016","[交易價格]：25400","https://www.ptt.cc/bbs/MacShop/M.1454061484.A.78A.html"
"104","標題[賣/全國] 全新Iphone 6S 64g 金色","時間Fri Jan 29 18:04:42 2016","[交易價格]：25000","https://www.ptt.cc/bbs/MacShop/M.1454061884.A.CC5.html"
"105","標題[賣/台南] Apple TV 三代 全新","時間Fri Jan 29 18:12:28 2016","[交易價格]：2000","https://www.ptt.cc/bbs/MacShop/M.1454062350.A.0D0.html"
"106","標題[賣/台北］ IPad Air 32g 太空灰","時間Fri Jan 29 19:01:59 2016","[交易價格]：$9000(售出)","https://www.ptt.cc/bbs/MacShop/M.1454065321.A.E3B.html"
"107","標題[賣/ 高雄] iphone 5 32G 白色","時間Fri Jan 29 19:24:27 2016","[交易價格]：5800(誠可小議)","https://www.ptt.cc/bbs/MacShop/M.1454066669.A.C84.html"
"108","標題[賣/台北] 全新未拆IPAD MINI4 WIFI 64G 金","時間Fri Jan 29 20:00:53 2016","[交易價格]：14000","https://www.ptt.cc/bbs/MacShop/M.1454068856.A.77C.html"
"109","標題[賣/新竹] Apple watch 38mm 不鏽鋼(黑)","時間Fri Jan 29 20:10:22 2016","[交易價格]：14000(官網17900)","https://www.ptt.cc/bbs/MacShop/M.1454069425.A.B58.html"
"110","標題[賣/台中] iPad Air2 Wi-Fi 16GB 金色(二手)","時間Fri Jan 29 20:14:34 2016","[交易價格]：10000元","https://www.ptt.cc/bbs/MacShop/M.1454069676.A.EF7.html"
"111","標題[賣/全省] Apple Watch 38mm sport 白色","時間Fri Jan 29 20:42:30 2016","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1454071353.A.552.html"
"112","標題[賣/台北]  全新未拆apple watch 黑 42mm 11K","時間Fri Jan 29 20:50:19 2016","[交易價格]：11000","https://www.ptt.cc/bbs/MacShop/M.1454071822.A.612.html"
"113","標題[賣/台南] ipad mini 2 32g 銀 (已售出)","時間Fri Jan 29 20:59:13 2016","[交易價格]：$9000","https://www.ptt.cc/bbs/MacShop/M.1454072356.A.C42.html"
"114","標題[買/台北新竹] iPad mini LTE 128GB (2~4代皆可)","時間Fri Jan 29 21:06:21 2016","[交易價格]：2代  9000~11000(視機況)","https://www.ptt.cc/bbs/MacShop/M.1454072784.A.44D.html"
"115","標題[賣/台北] (已售出) iphone 6 極新二手 64g 金色","時間Fri Jan 29 21:10:55 2016","[交易價格]：15000","https://www.ptt.cc/bbs/MacShop/M.1454073058.A.328.html"
"116","標題[賣/新北] iphone 4S 白色 16G ","時間Fri Jan 29 21:17:42 2016","[交易價格]：2500","https://www.ptt.cc/bbs/MacShop/M.1454073466.A.1BB.html"
"117","標題[賣/台中] 全新iphone 6s 64g 玫瑰金 ","時間Fri Jan 29 21:19:42 2016","[交易價格]：25500","https://www.ptt.cc/bbs/MacShop/M.1454073585.A.3AD.html"
"118","標題[賣/ ] macbook air 13年 128g 4g","時間Fri Jan 29 21:23:09 2016","[交易價格]：21000","https://www.ptt.cc/bbs/MacShop/M.1454073792.A.197.html"
"119","標題[賣/台北] 二手 macbook pro 2011 13"" ","時間Fri Jan 29 21:26:08 2016","[交易價格]：","https://www.ptt.cc/bbs/MacShop/M.1454073970.A.381.html"
"120","標題[賣/全國] IPhone 5 32g 銀白 ","時間Fri Jan 29 21:29:19 2016","[交易價格]：5000 誠可議","https://www.ptt.cc/bbs/MacShop/M.1454074163.A.617.html"
"121","標題[賣/台中] iphone 6S 金色 16G","時間Fri Jan 29 21:32:25 2016","[交易價格]：20000","https://www.ptt.cc/bbs/MacShop/M.1454074358.A.702.html"
"122","標題[賣/全國] 二手iPad Air2 64GB WiFi 太空灰","時間Fri Jan 29 21:41:08 2016","[交易價格]：15500","https://www.ptt.cc/bbs/MacShop/M.1454074870.A.E16.html"
"123","標題[賣/桃園] iPhone6s+ 16g 玫瑰金","時間Fri Jan 29 21:51:48 2016","[交易價格]：26000","https://www.ptt.cc/bbs/MacShop/M.1454075511.A.8D1.html"
"124","標題[賣/桃園] 全新 iPhone 6S 64G 金色","時間Fri Jan 29 21:59:32 2016","[交易價格]：25500","https://www.ptt.cc/bbs/MacShop/M.1454075975.A.087.html"
"125","標題[賣/全國] Applecare for iPad 盒裝版","時間Fri Jan 29 22:16:25 2016","[交易價格]：$1800","https://www.ptt.cc/bbs/MacShop/M.1454076988.A.B42.html"
"126","標題[賣/臺北] MacBook Pro 13"" mid 2012","時間Fri Jan 29 22:30:15 2016","[交易價格]：","https://www.ptt.cc/bbs/MacShop/M.1454077817.A.4BD.html"
"127","標題[賣/高雄] 全新 iPad mini 4 Wi-Fi版 64G 銀色(重PO)","時間Fri Jan 29 22:52:09 2016","[交易價格]：14200","https://www.ptt.cc/bbs/MacShop/M.1454079131.A.342.html"
"128","標題[賣/台中] 全新apple watch sport 42mm white","時間Fri Jan 29 22:56:50 2016","[交易價格]： $9500(原價$13500元)","https://www.ptt.cc/bbs/MacShop/M.1454079412.A.3CB.html"
"129","標題[賣/台中] 全新iPad Air2 64G 銀色 ","時間Fri Jan 29 22:59:38 2016","[交易價格]：16500","https://www.ptt.cc/bbs/MacShop/M.1454079581.A.C1E.html"
"130","標題[賣/新竹] iPhone 5 32G 黑色(已售出)","時間Fri Jan 29 23:02:31 2016","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1454079754.A.124.html"
"131","標題[賣/新竹] iPhone6s+ plus 64G 玫瑰金","時間Fri Jan 29 23:02:51 2016","[交易價格]：29000","https://www.ptt.cc/bbs/MacShop/M.1454079773.A.CA7.html"
"132","標題[賣/新竹] 全新iPhone 6s plus+ 64G 玫瑰金","時間Fri Jan 29 23:26:07 2016","[交易價格]：29000","https://www.ptt.cc/bbs/MacShop/M.1454081171.A.6CB.html"
"133","標題[賣/新竹] GOR iPad Air 2 玻璃貼 ","時間Fri Jan 29 23:36:31 2016","[交易價格]：200元/片","https://www.ptt.cc/bbs/MacShop/M.1454081793.A.4FF.html"
"134","標題[賣/台北] iPhone 6S 64G 玫瑰金 ","時間Fri Jan 29 23:39:33 2016","[交易價格]：27000","https://www.ptt.cc/bbs/MacShop/M.1454081975.A.C8D.html"
"135","標題[賣/新竹] Macbook Air 13 2015 i5 1.6G/8G/512 ","時間Fri Jan 29 23:47:52 2016","[交易價格]：44000","https://www.ptt.cc/bbs/MacShop/M.1454082475.A.254.html"
"136","標題[賣/雙北] 全新iphone 6s+ 64g 玫瑰金","時間Fri Jan 29 23:57:54 2016","[交易價格]：29000","https://www.ptt.cc/bbs/MacShop/M.1454083078.A.D1C.html"
"137","標題[賣/台北 ] 全新IPAD AIR WIFI 32G","時間Sat Jan 30 00:26:49 2016","[交易價格]：12000","https://www.ptt.cc/bbs/MacShop/M.1454084812.A.1C4.html"
"138","標題[賣/台北] iPhone 6s Plus 16GB 金 重po","時間Sat Jan 30 00:42:03 2016","[交易價格]： 23500元。","https://www.ptt.cc/bbs/MacShop/M.1454085728.A.8AE.html"
"139","標題[賣/中彰] (售出) Ipad mini 4 64G 銀","時間Sat Jan 30 00:44:03 2016","[交易價格]：14000","https://www.ptt.cc/bbs/MacShop/M.1454085847.A.8B9.html"
"140","標題[賣/台北] iphone6 plus64G太空灰 保內含運","時間Sat Jan 30 00:53:05 2016","[交易價格]：請確實列出價錢，否則文章會被刪除","https://www.ptt.cc/bbs/MacShop/M.1454086388.A.44A.html"
"141","標題[賣/高雄] Kamera MFi認證Lightning傳輸線","時間Sat Jan 30 00:54:37 2016","[交易價格]：170/1條，340/2條","https://www.ptt.cc/bbs/MacShop/M.1454086479.A.BBF.html"
"142","標題[賣/雙北] iPhone6S 16G 金色 ","時間Sat Jan 30 01:45:24 2016","[交易價格]：21500","https://www.ptt.cc/bbs/MacShop/M.1454089527.A.97F.html"
