"","Title","Date","Prize","URL"
"2037","標題[賣/台南] iPhone 5s 16G 金色","時間Fri Oct 30 23:58:18 2015","[交易價格]：6500 售出","https://www.ptt.cc/bbs/MacShop/M.1446220700.A.094.html"
"2038","標題[賣/新竹] Iphone6 plus 64g 金 整新幾 保固內","時間Sat Oct 31 00:02:59 2015","[交易價格]：20500","https://www.ptt.cc/bbs/MacShop/M.1446220982.A.BC3.html"
"2039","標題[賣/台北]  IPhone 5 16G 白色","時間Sat Oct 31 00:05:30 2015","[交易價格]：5500 可小議","https://www.ptt.cc/bbs/MacShop/M.1446221132.A.2EB.html"
"2040","標題[賣/雙北] iPhone 6 灰 128G","時間Sat Oct 31 00:48:36 2015","[交易價格]：19,000 NTD","https://www.ptt.cc/bbs/MacShop/M.1446223720.A.053.html"
"2041","標題[賣/新竹] iPhone 6S 64G 玫瑰金","時間Sat Oct 31 00:51:55 2015","[交易價格]：$28000","https://www.ptt.cc/bbs/MacShop/M.1446223918.A.6FE.html"
"2042","標題[賣/台北] iphone 6 64g太空灰 ","時間Sat Oct 31 01:30:13 2015","[交易價格]：$17500","https://www.ptt.cc/bbs/MacShop/M.1446226216.A.FB2.html"
"2043","標題[賣/台北] 全新iPhone 6 64G 太空灰","時間Sat Oct 31 01:45:10 2015","[交易價格]：$22,000元","https://www.ptt.cc/bbs/MacShop/M.1446227113.A.FAD.html"
"2044","標題[賣/全省] iPhone 6s 64G 金TSMC !28500!","時間Sat Oct 31 02:08:09 2015","[交易價格]：請確實列出價錢，否則文章會被刪除","https://www.ptt.cc/bbs/MacShop/M.1446228492.A.79D.html"
"2045","標題[賣/全省] 全新Macbook 12"" 2015 256G !37500!","時間Sat Oct 31 02:09:38 2015","[交易價格]：請確實列出價錢，否則文章會被刪除","https://www.ptt.cc/bbs/MacShop/M.1446228581.A.A5A.html"
"2046","[交易價格]：5000~5500 視配件完整度","https://www.ptt.cc/bbs/MacShop/M.1446228899.A.523.html","[交易價格]：5000~5500 視配件完整度","https://www.ptt.cc/bbs/MacShop/M.1446228899.A.523.html"
"2047","標題[賣/台北] iPhone 6 64G 太空灰 整新","時間Sat Oct 31 02:15:18 2015","[交易價格]： 17500","https://www.ptt.cc/bbs/MacShop/M.1446228921.A.142.html"
"2048","標題[賣/台北 ] iPhone 5s 16G 太空灰","時間Sat Oct 31 02:16:58 2015","[交易價格]：$7500","https://www.ptt.cc/bbs/MacShop/M.1446229020.A.90D.html"
"2049","標題[賣/雙北] iPad Mini 2 LTE 32GB 黑 ","時間Sat Oct 31 03:18:03 2015","[交易價格]：10000","https://www.ptt.cc/bbs/MacShop/M.1446232685.A.FFD.html"
"2050","標題[賣/台中] 15999元 iPhone6 64G 太空灰","時間Sat Oct 31 03:31:22 2015","[交易價格]：14000元 ~已售出","https://www.ptt.cc/bbs/MacShop/M.1446233484.A.BD9.html"
"2051","標題[賣/台北] macbook pro 8g/128g 2014全新整新品","時間Sat Oct 31 03:58:42 2015","[交易價格]：29500","https://www.ptt.cc/bbs/MacShop/M.1446235124.A.B7E.html"
"2052","標題[賣/高雄] iPhone 5S 32G 銀色 故障機","時間Sat Oct 31 06:43:58 2015","[交易價格]：3000","https://www.ptt.cc/bbs/MacShop/M.1446245040.A.9BE.html"
"2053","標題[賣/台北] 完美極新 iPhone5s 64g 太空灰 台灣貨","時間Sat Oct 31 06:45:59 2015","[交易價格]：13000  不要配件減500","https://www.ptt.cc/bbs/MacShop/M.1446245162.A.FA1.html"
"2054","標題[賣/台北] 極新 MacBookAir i5/1.7g/8gb/128ssd","時間Sat Oct 31 06:57:17 2015","[交易價格]：19500","https://www.ptt.cc/bbs/MacShop/M.1446245839.A.D1A.html"
"2055","標題[賣/中壢] iPhone6s 64G 玫瑰金 27500","時間Sat Oct 31 07:10:12 2015","[交易價格]：27500元 全新未拆,當場領機! 議價不回","https://www.ptt.cc/bbs/MacShop/M.1446246614.A.6B4.html"
"2056","標題[賣/新竹] iphone6s plus 64G玫瑰金","時間Sat Oct 31 07:21:36 2015","[交易價格]：32500","https://www.ptt.cc/bbs/MacShop/M.1446247298.A.646.html"
"2057","標題[賣/台北] iPhone 6s Plus 64G 銀僅拆封 29500","時間Sat Oct 31 07:27:57 2015","[交易價格]：官網32500-3000,面交29500.","https://www.ptt.cc/bbs/MacShop/M.1446247680.A.797.html"
"2058","標題[賣/台南] iphone 6s 64g 玫瑰金(台積電版)","時間Sat Oct 31 08:17:37 2015","[交易價格]：28800","https://www.ptt.cc/bbs/MacShop/M.1446250660.A.E89.html"
"2059","標題 標題  [賣/北桃/面交] iPhone 6的EarPods耳機","時間Sat Oct 31 08:27:43 2015","[交易價格]：450","https://www.ptt.cc/bbs/MacShop/M.1446251266.A.094.html"
"2060","標題[賣/新竹] lightning 傳輸線","時間Sat Oct 31 08:28:14 2015","[交易價格]： 350","https://www.ptt.cc/bbs/MacShop/M.1446251297.A.F5F.html"
"2061","標題[賣/台北] 二手 iphone5s 金 32G ","時間Sat Oct 31 08:58:36 2015","[交易價格]：$9500","https://www.ptt.cc/bbs/MacShop/M.1446253119.A.A4E.html"
"2062","標題[賣/台北] 全新iPhone 6 16G金色","時間Sat Oct 31 09:16:10 2015","[交易價格]：19000","https://www.ptt.cc/bbs/MacShop/M.1446254172.A.B99.html"
"2063","標題[賣/台中] macbook a1181 末代黑色 13""筆電","時間Sat Oct 31 09:30:19 2015","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1446255021.A.D92.html"
"2064","標題[賣/台北] iPhone 6s 64g 玫瑰金&銀 TSMC台積版","時間Sat Oct 31 09:57:19 2015","[交易價格]：29000","https://www.ptt.cc/bbs/MacShop/M.1446256641.A.74F.html"
"2065","標題[賣/台北] iPhone5s 32GB 金色 ","時間Sat Oct 31 10:34:10 2015","[交易價格]：9300","https://www.ptt.cc/bbs/MacShop/M.1446258852.A.0C5.html"
"2066","標題[賣/台北] iPhone6 太空灰 16g","時間Sat Oct 31 10:49:43 2015","[交易價格]：13000","https://www.ptt.cc/bbs/MacShop/M.1446259785.A.29C.html"
"2067","標題[賣/台北] 全新未拆 iPad mini2 銀白 wifi 32G","時間Sat Oct 31 10:52:11 2015","[交易價格]：$10000","https://www.ptt.cc/bbs/MacShop/M.1446259934.A.2DB.html"
"2068","標題[賣/新竹/面交] iphone6 64g 銀 MLC","時間Sat Oct 31 11:02:48 2015","[交易價格]：16800","https://www.ptt.cc/bbs/MacShop/M.1446260571.A.6F6.html"
"2069","標題[賣/台南] iphone 原廠earpods耳機","時間Sat Oct 31 11:08:42 2015","[交易價格]：400(議價不回)","https://www.ptt.cc/bbs/MacShop/M.1446260924.A.5E3.html"
"2070","標題[賣/全國] 全新 Applecare for imac  ","時間Sat Oct 31 11:10:11 2015","[交易價格]：3600","https://www.ptt.cc/bbs/MacShop/M.1446261013.A.808.html"
"2071","標題[賣/台南] iphone5s 32g 銀","時間Sat Oct 31 11:24:17 2015","[交易價格]：8000(暫不議價)","https://www.ptt.cc/bbs/MacShop/M.1446261860.A.87D.html"
"2072","標題[賣/台北] Iphone6s 64G 玫瑰金 全新未拆","時間Sat Oct 31 11:36:04 2015","[交易價格]：27000","https://www.ptt.cc/bbs/MacShop/M.1446262570.A.77F.html"
"2073","標題[賣/ ] 二手iphone5S 32GB 銀","時間Sat Oct 31 11:37:39 2015","[交易價格]：8000元","https://www.ptt.cc/bbs/MacShop/M.1446262662.A.33F.html"
"2074","標題[賣/全省] iPhone 6 Gold 16GB 4.7吋 金色","時間Sat Oct 31 11:48:18 2015","[交易價格]：已售出，謝謝版友。","https://www.ptt.cc/bbs/MacShop/M.1446263301.A.76D.html"
"2075","標題[賣/台北] IPHONE4 4S 16G各一","時間Sat Oct 31 12:04:25 2015","[交易價格]：已賣出","https://www.ptt.cc/bbs/MacShop/M.1446264268.A.8B5.html"
"2076","標題[賣/台中] iPhone 6s plus 64G金色","時間Sat Oct 31 12:11:02 2015","[交易價格]： $17900","https://www.ptt.cc/bbs/MacShop/M.1446264665.A.D84.html"
"2077","標題[賣/桃園] iPad2 32G WiFi 黑 ","時間Sat Oct 31 12:20:38 2015","[交易價格]：NTD3500","https://www.ptt.cc/bbs/MacShop/M.1446265240.A.A8E.html"
"2078","標題[賣/ ] iPhone 5黑色16g(降價重PO)","時間Sat Oct 31 12:25:49 2015","[交易價格]：5000元","https://www.ptt.cc/bbs/MacShop/M.1446265552.A.80D.html"
"2079","標題[賣/台北] iphone5 64gb黑色整新機 外觀不佳","時間Sat Oct 31 12:28:58 2015","[交易價格]：6000 可小議","https://www.ptt.cc/bbs/MacShop/M.1446265742.A.A72.html"
"2080","標題[賣/桃園]iPhone 6 Plus 128g 金","時間Sat Oct 31 12:36:49 2015","[交易價格]：19,000","https://www.ptt.cc/bbs/MacShop/M.1446266214.A.3D9.html"
"2081","標題[賣/台北] IPAD4 16G WIFI  ","時間Sat Oct 31 12:37:20 2015","[交易價格]：NTD6000","https://www.ptt.cc/bbs/MacShop/M.1446266243.A.85B.html"
"2082","標題[賣/台北] iphone 6s plus 64g tsmc 台積電版 金色","時間Sat Oct 31 12:44:13 2015","[交易價格]：33500","https://www.ptt.cc/bbs/MacShop/M.1446266655.A.2F1.html"
"2083","[交易價格]：1800","https://www.ptt.cc/bbs/MacShop/M.1446267678.A.C50.html","[交易價格]：1800","https://www.ptt.cc/bbs/MacShop/M.1446267678.A.C50.html"
"2084","標題[賣/台中] iphone 5s 16G 金","時間Sat Oct 31 13:02:26 2015","[交易價格]：8000","https://www.ptt.cc/bbs/MacShop/M.1446267749.A.AEE.html"
"2085","標題[賣/台南] iPhone 6 太空灰 64g","時間Sat Oct 31 13:04:08 2015","[交易價格]：15500","https://www.ptt.cc/bbs/MacShop/M.1446267850.A.128.html"
"2086","標題[賣/台北] iPhone 6 Plus 太空灰 ","時間Sat Oct 31 13:07:15 2015","[交易價格]：21000元","https://www.ptt.cc/bbs/MacShop/M.1446268038.A.83B.html"
"2087","標題[賣/台北] iPhone 4 16G 白 ","時間Sat Oct 31 13:17:18 2015","[交易價格]：1800","https://www.ptt.cc/bbs/MacShop/M.1446268640.A.28D.html"
"2088","標題[賣/板橋] iphone6 充電頭跟lightning 傳輸線","時間Sat Oct 31 13:20:23 2015","[交易價格]：傳輸線 400  充電頭350","https://www.ptt.cc/bbs/MacShop/M.1446268825.A.3AE.html"
"2089","標題[賣/桃園] iPhone 6S Plus 64G 玫瑰金 ","時間Sat Oct 31 13:26:00 2015","[交易價格]：31500","https://www.ptt.cc/bbs/MacShop/M.1446269162.A.07D.html"
"2090","標題[賣/台中] iPhone 5s 32G白 女用機 9成新","時間Sat Oct 31 13:28:07 2015","[交易價格]：9500","https://www.ptt.cc/bbs/MacShop/M.1446269289.A.4FD.html"
"2091","標題[賣/宜蘭] Apple 85W MagSafe","時間Sat Oct 31 13:36:27 2015","[交易價格]：1800","https://www.ptt.cc/bbs/MacShop/M.1446269791.A.77A.html"
"2092","標題[賣/台南] iphone6s 64g 金色 官網 ","時間Sat Oct 31 13:42:23 2015","[交易價格]：26900元","https://www.ptt.cc/bbs/MacShop/M.1446270147.A.A9C.html"
"2093","標題[賣/新竹] MacBook Pro retina 13"" 全新 128GB ","時間Sat Oct 31 13:49:05 2015","[交易價格]：35000","https://www.ptt.cc/bbs/MacShop/M.1446270548.A.E55.html"
"2094","標題[賣/台北] 全新未拆封 128G iPad Air WiFi + Cellular 銀","時間Sat Oct 31 14:00:32 2015","[交易價格]：NT$16,888","https://www.ptt.cc/bbs/MacShop/M.1446271236.A.FEE.html"
"2095","標題[賣/桃園] Apple Watch Sport 42mm 橙 ","時間Sat Oct 31 14:12:45 2015","[交易價格]：NT.10,000","https://www.ptt.cc/bbs/MacShop/M.1446271970.A.EA1.html"
"2096","標題[賣/中壢] 全新 iPad mini 3 16G wifi 金色","時間Sat Oct 31 14:20:22 2015","[交易價格]：$10000","https://www.ptt.cc/bbs/MacShop/M.1446272424.A.3B8.html"
"2097","標題[賣/高雄] iphone6s 64G 玫瑰金 27000","時間Sat Oct 31 14:27:23 2015","[交易價格]：27000  想玩抽抽樂的就是2000","https://www.ptt.cc/bbs/MacShop/M.1446272846.A.F9A.html"
"2098","標題[賣/台北 ] iphone 5S 16G 灰","時間Sat Oct 31 14:39:08 2015","[交易價格]：6500","https://www.ptt.cc/bbs/MacShop/M.1446273552.A.0D9.html"
"2099","標題[賣/高雄] 日版 IPad mini 4 64G 金色","時間Sat Oct 31 14:43:29 2015","[交易價格]：15500元","https://www.ptt.cc/bbs/MacShop/M.1446273812.A.693.html"
"2100","標題[賣/雙北] iPhone6 64g 金色 女用機","時間Sat Oct 31 14:52:50 2015","[交易價格]：全套19500","https://www.ptt.cc/bbs/MacShop/M.1446274372.A.345.html"
"2101","標題[賣/台北] 二手 iPhone6 64G 金","時間Sat Oct 31 14:59:48 2015","[交易價格]：17500","https://www.ptt.cc/bbs/MacShop/M.1446274791.A.2A1.html"
"2102","標題[賣/高雄] 全新iPad mini 1代 16G 白","時間Sat Oct 31 15:04:00 2015","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1446275043.A.1BE.html"
"2103","標題[賣/台北] iphone 6 plus 16G 太空灰 保固內 ","時間Sat Oct 31 15:30:51 2015","[交易價格]：新台幣18000元，議價不回","https://www.ptt.cc/bbs/MacShop/M.1446276654.A.D92.html"
"2104","標題[賣/板橋] iPhone 5S 16g 金 無刮傷~","時間Sat Oct 31 15:50:51 2015","[交易價格]：$8200元","https://www.ptt.cc/bbs/MacShop/M.1446277854.A.072.html"
"2105","標題[賣/台北] Apple TV3","時間Sat Oct 31 15:52:13 2015","[交易價格]：1700","https://www.ptt.cc/bbs/MacShop/M.1446277936.A.F9C.html"
"2106","標題[賣/台北] iPhone 6s 64G 金色10/24購 26000","時間Sat Oct 31 15:58:00 2015","[交易價格]：面交26000.","https://www.ptt.cc/bbs/MacShop/M.1446278283.A.066.html"
"2107","標題[賣/全國] Magic Mouse","時間Sat Oct 31 16:02:18 2015","[交易價格]：1200","https://www.ptt.cc/bbs/MacShop/M.1446278542.A.179.html"
"2108","標題[賣/台北] iphone 6 金  ","時間Sat Oct 31 16:05:07 2015","[交易價格]：線因為用滿久的有點爛爛的，不要的話12700，要的話13000","https://www.ptt.cc/bbs/MacShop/M.1446278710.A.4E1.html"
"2109","標題[賣/台北 ] ipod touch 4 32G","時間Sat Oct 31 16:08:25 2015","[交易價格]：1500","https://www.ptt.cc/bbs/MacShop/M.1446278908.A.D36.html"
"2110","標題[賣/台北] Macbook Pro Retina 15"" 512GB 2013 Late 保固內","時間Sat Oct 31 16:41:00 2015","[交易價格]：","https://www.ptt.cc/bbs/MacShop/M.1446280866.A.08E.html"
"2111","標題[賣/台北] 二手iPhone 6 64G 銀","時間Sat Oct 31 16:43:18 2015","[交易價格]：16000","https://www.ptt.cc/bbs/MacShop/M.1446281000.A.F63.html"
"2112","標題[賣/新莊] 賣iphone6s plus 64gb 玫瑰金 中華貨","時間Sat Oct 31 16:51:24 2015","[交易價格]：31900","https://www.ptt.cc/bbs/MacShop/M.1446281486.A.A21.html"
"2113","標題[賣/高雄] iPhone 6S Plus 16GB 玫瑰金","時間Sat Oct 31 16:51:25 2015","[交易價格]： 24000","https://www.ptt.cc/bbs/MacShop/M.1446281488.A.C4D.html"
"2114","標題[賣/屏東] 全新 IPAD MINI4 16G/64G","時間Sat Oct 31 16:57:07 2015","[交易價格]：16G 12500$  64G 15500$","https://www.ptt.cc/bbs/MacShop/M.1446281829.A.46C.html"
"2115","標題[賣/台北] iphone 4 16g 黑","時間Sat Oct 31 17:05:49 2015","[交易價格]：$2000","https://www.ptt.cc/bbs/MacShop/M.1446282352.A.84B.html"
"2116","標題[賣/台北] 全新iPod touch 6的耳機","時間Sat Oct 31 17:14:15 2015","[交易價格]：350","https://www.ptt.cc/bbs/MacShop/M.1446282858.A.119.html"
"2117","標題[賣/台北] 全新 iPhone 6s 64g 太空灰","時間Sat Oct 31 17:24:39 2015","[交易價格]：$26000","https://www.ptt.cc/bbs/MacShop/M.1446283481.A.0D7.html"
"2118","標題[賣/高雄] iPhone 6s Plus 64G 玫瑰金 神腦保固 ","時間Sat Oct 31 17:27:24 2015","[交易價格]：32500","https://www.ptt.cc/bbs/MacShop/M.1446283646.A.35F.html"
"2119","標題[賣/桃園] Watch 42mm 不鏽鋼配黑色運動錶帶","時間Sat Oct 31 17:45:31 2015","[交易價格]：原價 19900 賣16500元  全新未開封","https://www.ptt.cc/bbs/MacShop/M.1446284736.A.DB2.html"
"2120","標題[賣/台北] iPhone 6 plus 128g 金","時間Sat Oct 31 17:57:58 2015","[交易價格]：20,000","https://www.ptt.cc/bbs/MacShop/M.1446285482.A.E2D.html"
"2121","標題[賣/嘉義] iPad 4 白 16G Wifi+LTE 4G Retina","時間Sat Oct 31 18:03:13 2015","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1446285795.A.3AD.html"
"2122","標題[賣/台北] iPhone 5s 16G 金","時間Sat Oct 31 18:24:53 2015","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1446287096.A.9E4.html"
"2123","標題[賣/台北] Apple TV 3代 日版","時間Sat Oct 31 18:31:14 2015","[交易價格]：1500","https://www.ptt.cc/bbs/MacShop/M.1446287476.A.3BC.html"
"2124","標題[賣/台北] 全新2015 Macbook Air11""I5 4G 128GB(洽談中)","時間Sat Oct 31 18:34:52 2015","[交易價格]：25,500","https://www.ptt.cc/bbs/MacShop/M.1446287694.A.7F7.html"
"2125","標題[賣/台北] iPhone6 plus 64G 太空灰 整新機 ","時間Sat Oct 31 18:38:30 2015","[交易價格]：20000","https://www.ptt.cc/bbs/MacShop/M.1446287912.A.1D6.html"
"2126","標題[賣/台北] iphone 6 plus 64g 太空灰 二手","時間Sat Oct 31 18:46:30 2015","[交易價格]：19200","https://www.ptt.cc/bbs/MacShop/M.1446288393.A.D1A.html"
"2127","標題[賣/全省] IPAD2 32G 白色 故障機","時間Sat Oct 31 19:00:02 2015","[交易價格]：500","https://www.ptt.cc/bbs/MacShop/M.1446289205.A.88B.html"
"2128","標題[賣/台北] iPhone 5 64G 白色整新機","時間Sat Oct 31 19:01:20 2015","[交易價格]：7900","https://www.ptt.cc/bbs/MacShop/M.1446289283.A.F17.html"
"2129","標題[賣/臺北 ] 重po MacBook Pro 13.3 2011已升級","時間Sat Oct 31 19:05:44 2015","[交易價格]：23000","https://www.ptt.cc/bbs/MacShop/M.1446289546.A.463.html"
"2130","標題[賣/高雄] iPhone 6s plus 64g 銀色","時間Sat Oct 31 19:17:37 2015","[交易價格]：31500","https://www.ptt.cc/bbs/MacShop/M.1446290260.A.75C.html"
"2131","標題[賣/台南] iPhone 5s 16G 銀色","時間Sat Oct 31 19:33:01 2015","[交易價格]：7000，可配合時間地點者6900","https://www.ptt.cc/bbs/MacShop/M.1446291185.A.C57.html"
"2132","[交易價格]：6000元整","https://www.ptt.cc/bbs/MacShop/M.1446291944.A.A2F.html","[交易價格]：6000元整","https://www.ptt.cc/bbs/MacShop/M.1446291944.A.A2F.html"
"2133","標題[賣/台北] Pebble time steel 灰 另附不鏽鋼錶帶","時間Sat Oct 31 20:03:26 2015","[交易價格]：8000","https://www.ptt.cc/bbs/MacShop/M.1446293008.A.AE8.html"
"2134","標題[賣/桃園] iphone6 金16g 整新機未拆 ","時間Sat Oct 31 20:14:23 2015","[交易價格]：13900","https://www.ptt.cc/bbs/MacShop/M.1446293665.A.35D.html"
"2135","標題[賣/台中] iPhone 5S 32G 金 無刮傷","時間Sat Oct 31 20:15:05 2015","[交易價格]：9500","https://www.ptt.cc/bbs/MacShop/M.1446293707.A.840.html"
"2136","標題[賣/台北] 二手 iphone 5 16g  黑 更換過電池","時間Sat Oct 31 20:15:18 2015","[交易價格]：NTD:4500","https://www.ptt.cc/bbs/MacShop/M.1446293720.A.0EB.html"
"2137","標題[賣/台北] Apple TV 3","時間Sat Oct 31 20:53:27 2015","[交易價格]：1500元","https://www.ptt.cc/bbs/MacShop/M.1446296009.A.198.html"
"2138","標題[賣/台中] iPhone 6s plus 金色","時間Sat Oct 31 20:53:40 2015","[交易價格]： 32000","https://www.ptt.cc/bbs/MacShop/M.1446296022.A.2CE.html"
"2139","標題[賣/彰嘉] MacBook Air 2013mid i7/256/8g港版","時間Sat Oct 31 20:55:47 2015","[交易價格]：34000(誠可小議，但20000的就別來信了，謝謝^^)","https://www.ptt.cc/bbs/MacShop/M.1446296151.A.27E.html"
"2140","標題[賣/ ] 壞掉的 iMac","時間Sat Oct 31 21:02:09 2015","[交易價格]：3000 (不知道多少合理，可議價）","https://www.ptt.cc/bbs/MacShop/M.1446296531.A.2B4.html"
"2141","標題[賣/新竹] Macbook air 11"" 2010 late","時間Sat Oct 31 21:08:27 2015","[交易價格]：12000元","https://www.ptt.cc/bbs/MacShop/M.1446296910.A.0F7.html"
"2142","標題[賣/高雄] iphone 5 16g / 5s 32g","時間Sat Oct 31 21:10:12 2015","[交易價格]：iPhone 5 : 欲售 5500","https://www.ptt.cc/bbs/MacShop/M.1446297015.A.14B.html"
"2143","標題[賣/台中] iPhone5 黑色 16G (訊號問題)","時間Sat Oct 31 21:28:10 2015","[交易價格]： 3000","https://www.ptt.cc/bbs/MacShop/M.1446298093.A.8FA.html"
"2144","標題[賣/全台] iPod Touch 4 32GB","時間Sat Oct 31 21:45:54 2015","[交易價格]： 1600","https://www.ptt.cc/bbs/MacShop/M.1446299158.A.289.html"
"2145","標題[賣/高雄] 二手iPhone 6 金色 16G","時間Sat Oct 31 22:07:57 2015","[交易價格]：12000 已售出，謝謝支持","https://www.ptt.cc/bbs/MacShop/M.1446300480.A.637.html"
"2146","標題[賣/台北] 10/15拿回的整新機 ipad air 2 16g 銀","時間Sat Oct 31 22:14:52 2015","[交易價格]：12500","https://www.ptt.cc/bbs/MacShop/M.1446300895.A.362.html"
"2147","標題[賣/全省] 全新整新機 iPhone 6 plus 64 灰黑","時間Sat Oct 31 22:14:59 2015","[交易價格]：21790","https://www.ptt.cc/bbs/MacShop/M.1446300902.A.445.html"
"2148","標題[賣/台北] 二手iPhone 5s 32G 銀 ","時間Sat Oct 31 22:27:01 2015","[交易價格]：9000","https://www.ptt.cc/bbs/MacShop/M.1446301625.A.E20.html"
"2149","標題[賣/屏東] iphone5 16g 銀","時間Sat Oct 31 22:39:13 2015","[交易價格]：3000","https://www.ptt.cc/bbs/MacShop/M.1446302355.A.999.html"
"2150","標題[賣/新竹] iPhone 5s 32GB 銀 美版 已過保 (已售出)","時間Sat Oct 31 22:40:18 2015","[交易價格]：7500","https://www.ptt.cc/bbs/MacShop/M.1446302422.A.BE3.html"
"2151","標題[賣/台北] 全新Apple watch sport 42mm 黑色","時間Sat Oct 31 22:42:52 2015","[交易價格]：NT$ 11000","https://www.ptt.cc/bbs/MacShop/M.1446302575.A.608.html"
"2152","標題[賣/台中] iphone 5S 32G銀色","時間Sat Oct 31 22:45:23 2015","[交易價格]：8600","https://www.ptt.cc/bbs/MacShop/M.1446302726.A.FA6.html"
"2153","標題[賣/台北] iphone 6 64g太空灰 ","時間Sat Oct 31 22:48:17 2015","[交易價格]：$17000","https://www.ptt.cc/bbs/MacShop/M.1446302899.A.344.html"
"2154","標題[賣/新竹] iPhone5s 32GB 太空灰","時間Sat Oct 31 23:00:26 2015","[交易價格]： 10000 (不議價)","https://www.ptt.cc/bbs/MacShop/M.1446303630.A.718.html"
"2155","標題[賣/台南]  AppleTV 3代 保內","時間Sat Oct 31 23:08:05 2015","[交易價格]：1800","https://www.ptt.cc/bbs/MacShop/M.1446304088.A.FF6.html"
"2156","標題[賣/台北] Iphone6s 64G 玫瑰金 全新未拆","時間Sat Oct 31 23:11:34 2015","[交易價格]：27000","https://www.ptt.cc/bbs/MacShop/M.1446304300.A.DF9.html"
"2157","標題[賣/台北] Apple TV 3代 ","時間Sat Oct 31 23:17:07 2015","[交易價格]：1500","https://www.ptt.cc/bbs/MacShop/M.1446304629.A.2AA.html"
"2158","標題[賣/台北] iphone5 16g黑色 ","時間Sat Oct 31 23:18:08 2015","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1446304697.A.B04.html"
"2159","標題[賣/全國] iphone 6 64G 銀 MLC送原廠保護殼  ","時間Sat Oct 31 23:20:41 2015","[交易價格]： 16000","https://www.ptt.cc/bbs/MacShop/M.1446304844.A.437.html"
"2160","標題[賣/台北] iPhone 6 Plus 128G 銀色 ","時間Sat Oct 31 23:23:09 2015","[交易價格]：18000","https://www.ptt.cc/bbs/MacShop/M.1446304992.A.296.html"
"2161","標題[賣/苗栗] iPhone 5 16G 銀色 ","時間Sat Oct 31 23:51:33 2015","[交易價格]：5500 可議價","https://www.ptt.cc/bbs/MacShop/M.1446306695.A.69D.html"
"2162","標題[賣/台北] Apple iPhone 5S 32G 金色(已售出)","時間Sat Oct 31 23:54:59 2015","[交易價格]：9,000","https://www.ptt.cc/bbs/MacShop/M.1446306901.A.626.html"
"2163","標題[賣/全省] iPhone6 64g 銀色 人為保固10個月 ","時間Sat Oct 31 23:59:37 2015","[交易價格]： 20000","https://www.ptt.cc/bbs/MacShop/M.1446307180.A.ADF.html"
"2164","標題[賣/台北] iphone 5s 32G 金","時間Sat Oct 31 23:59:45 2015","[交易價格]：9,500元","https://www.ptt.cc/bbs/MacShop/M.1446307188.A.622.html"
"2165","標題[賣/中壢] Apple watch 42mm不鏽鋼+白色運動錶帶","時間Sun Nov  1 00:12:26 2015","[交易價格]：Apple watch 42mm 不鏽鋼+SGP         14000元","https://www.ptt.cc/bbs/MacShop/M.1446307949.A.B43.html"
"2166","標題[賣/全省] iPhone 5 16G 黑色","時間Sun Nov  1 00:13:17 2015","[交易價格]：5000","https://www.ptt.cc/bbs/MacShop/M.1446308000.A.8A4.html"
"2167","標題[賣/台南]  iPhone 5s 32g 太空灰","時間Sun Nov  1 00:28:13 2015","[交易價格]：$9300 運費60另計","https://www.ptt.cc/bbs/MacShop/M.1446308895.A.9E9.html"
"2168","標題[賣/台北] iPhone 6 plus 16g 金 ","時間Sun Nov  1 01:18:34 2015","[交易價格]：17000","https://www.ptt.cc/bbs/MacShop/M.1446311918.A.74C.html"
"2169","標題[賣/新竹] iphone6金色64G(陸版)15000 ","時間Sun Nov  1 02:14:53 2015","[交易價格]：15000","https://www.ptt.cc/bbs/MacShop/M.1446315296.A.892.html"
"2170","標題[賣/台北] iPhone5S 64G 銀色","時間Sun Nov  1 03:21:09 2015","[交易價格]：12000元","https://www.ptt.cc/bbs/MacShop/M.1446319271.A.E8D.html"
"2171","標題[賣/皆可] Apple TV3 保內","時間Sun Nov  1 06:06:40 2015","[交易價格]：1700$（寄送由買方出運費）","https://www.ptt.cc/bbs/MacShop/M.1446329203.A.380.html"
"2172","標題[賣/台北] iPad mini 4 64G mini4 公司貨","時間Sun Nov  1 06:51:42 2015","[交易價格]：15500","https://www.ptt.cc/bbs/MacShop/M.1446331904.A.C00.html"
"2173","標題[賣/全省] 全新ipad mini4 16G wifi 金 (重po)","時間Sun Nov  1 07:45:41 2015","[交易價格]：12,300 運費另計","https://www.ptt.cc/bbs/MacShop/M.1446335144.A.5CA.html"
"2174","標題[賣/台北] iPhone 5s 32GB 金","時間Sun Nov  1 08:29:33 2015","[交易價格]：8500","https://www.ptt.cc/bbs/MacShop/M.1446337775.A.7E5.html"
"2175","標題[賣/台中] iPhone 5S 16G/金色","時間Sun Nov  1 08:31:02 2015","[交易價格]：7800","https://www.ptt.cc/bbs/MacShop/M.1446337865.A.BFB.html"
"2176","標題[賣/台北] 完美極新 iPhone5s 64g 太空灰 台灣貨","時間Sun Nov  1 08:42:54 2015","[交易價格]：13000 不要配件減500","https://www.ptt.cc/bbs/MacShop/M.1446338577.A.C49.html"
