,Title,Date,Prize,URL
137,標題[賣/台北] Mac book air 13吋 2015最新版,時間Tue Nov  3 00:27:05 2015,[交易價格]：28000,https://www.ptt.cc/bbs/MacShop/M.1446481630.A.36F.html
138,標題[賣/新竹] iPhone 6s 64G 玫瑰金 全新未拆,時間Tue Nov  3 00:35:32 2015,[交易價格]： 27500 (郵寄自付郵資，黑貓+$120 或是郵局含報值費+$177),https://www.ptt.cc/bbs/MacShop/M.1446482135.A.4D0.html
139,標題[賣/台北] 原廠 Apple 60w MagSafe L型 轉換器,時間Tue Nov  3 01:04:03 2015,[交易價格]：1300,https://www.ptt.cc/bbs/MacShop/M.1446483845.A.D46.html
140,標題[賣/台北] 完美極新 iPhone5s 64g 太空灰 台灣貨,時間Tue Nov  3 01:05:42 2015,[交易價格]：13000,https://www.ptt.cc/bbs/MacShop/M.1446483944.A.6D4.html
141,標題[賣/新竹] iPad Air WiFi 16GB silver,時間Tue Nov  3 01:47:22 2015,[交易價格]：7000（運費自付）,https://www.ptt.cc/bbs/MacShop/M.1446486444.A.0DD.html
142,標題[賣/新竹] iPhone 5S 16GB Gold,時間Tue Nov  3 01:53:47 2015,[交易價格]：8000,https://www.ptt.cc/bbs/MacShop/M.1446486829.A.67A.html
143,標題[賣/台北] iPad3 (The new iPad) 白32G,時間Tue Nov  3 02:52:47 2015,[交易價格]：5500,https://www.ptt.cc/bbs/MacShop/M.1446490369.A.CF5.html
144,標題[賣/南部] iPhone 6s 及 Plus TSMC 太空灰玫瑰金,時間Tue Nov  3 03:11:42 2015,[交易價格]：28500/32500/34800,https://www.ptt.cc/bbs/MacShop/M.1446491504.A.A72.html
145,標題[賣/全省] iphone6s plus 64g 玫瑰金,時間Tue Nov  3 06:36:49 2015,[交易價格]：31500整 +運費,https://www.ptt.cc/bbs/MacShop/M.1446503811.A.ED5.html
146,標題[賣/台北] iphone 4 16g黑,時間Tue Nov  3 06:52:24 2015,[交易價格]：$2000,https://www.ptt.cc/bbs/MacShop/M.1446504746.A.579.html
147,標題[賣/台南] iPhone 6s 16G 金色台積電版,時間Tue Nov  3 07:04:49 2015,[交易價格]：22000,https://www.ptt.cc/bbs/MacShop/M.1446505492.A.BA6.html
148,標題[賣/台北] iphone6s plus 64g 玫瑰金 台積版,時間Tue Nov  3 07:09:40 2015,[交易價格]：34500  售出,https://www.ptt.cc/bbs/MacShop/M.1446505783.A.B4D.html
149,標題賣/高雄 iphone 6 plus 金色64g,時間Tue Nov  3 08:00:51 2015,[交易價格]：18000,https://www.ptt.cc/bbs/MacShop/M.1446508853.A.E76.html
150,標題[賣/ 嘉義/雲林] iphone6s plus 太空灰,時間Tue Nov  3 08:03:08 2015,[交易價格]：31000,https://www.ptt.cc/bbs/MacShop/M.1446508990.A.A1B.html
151,標題[賣/ ],時間Tue Nov  3 08:13:55 2015,[交易價格]：28300,https://www.ptt.cc/bbs/MacShop/M.1446509638.A.BCE.html
152,標題[賣/台北] iPhone 4s 16G 白,時間Tue Nov  3 08:18:09 2015,[交易價格]：1700元含運,https://www.ptt.cc/bbs/MacShop/M.1446509891.A.141.html
153,標題[賣/台北] 全新iPad mini3 16G wifi,時間Tue Nov  3 08:19:41 2015,[交易價格]：10000,https://www.ptt.cc/bbs/MacShop/M.1446509983.A.4C7.html
154,標題[賣/全省] Apple原廠護套/鍵盤滑鼠/apple tv 4代,時間Tue Nov  3 09:07:07 2015,[交易價格]：Apple 有線鍵盤        1300,https://www.ptt.cc/bbs/MacShop/M.1446512830.A.561.html
155,標題[賣/台中] Ipad Air 32G wifi+LTE 故障機,時間Tue Nov  3 09:35:58 2015,[交易價格]：2000(可議),https://www.ptt.cc/bbs/MacShop/M.1446514561.A.54E.html
156,標題[賣/台北]13寸Macbook pro (2012年中),時間Tue Nov  3 09:50:11 2015,[交易價格]：22000,https://www.ptt.cc/bbs/MacShop/M.1446515413.A.CA1.html
157,標題[賣/台北] Apple Watch Sport 42mm,時間Tue Nov  3 10:11:53 2015,[交易價格]：8000,https://www.ptt.cc/bbs/MacShop/M.1446516715.A.A3A.html
158,標題[賣/全省] iphone6s plus 64gb 玫瑰金 神腦貨,時間Tue Nov  3 10:21:53 2015,"[交易價格]：官網價減600, 31900",https://www.ptt.cc/bbs/MacShop/M.1446517316.A.6BE.html
159,標題[賣/台中],時間Tue Nov  3 10:25:01 2015,[交易價格]：1. $200 NT （是全新的）,https://www.ptt.cc/bbs/MacShop/M.1446517504.A.7A6.html
160,標題[賣/台北] iPad mini 2 wifi 128G 白(售出),[交易價格]：9000,https://www.ptt.cc/bbs/MacShop/M.1446517634.A.53E.html,標題[賣/台北] iPad mini 2 wifi 128G 白(售出)
161,[交易價格]：25500元,https://www.ptt.cc/bbs/MacShop/M.1446518570.A.474.html,[交易價格]：25500元,https://www.ptt.cc/bbs/MacShop/M.1446518570.A.474.html
162,標題[賣/台南] iPhone 6 灰 64G,時間Tue Nov  3 10:44:34 2015,[交易價格]：15500，或可貼換6s,https://www.ptt.cc/bbs/MacShop/M.1446518677.A.3B9.html
163,標題[賣/台中] iphone 6 plus 64G 太空灰 保固中(重PO),時間Tue Nov  3 11:01:08 2015,[交易價格]：18.5K,https://www.ptt.cc/bbs/MacShop/M.1446519671.A.DC8.html
164,標題[賣/新竹]  iphone 6 16g 金,時間Tue Nov  3 11:01:50 2015,[交易價格]：13500 不需要配件 13000,https://www.ptt.cc/bbs/MacShop/M.1446519712.A.AEC.html
165,標題[賣/台北] iPad 4 32G wifi+4G,時間Tue Nov  3 11:09:37 2015,[交易價格]： 7500,https://www.ptt.cc/bbs/MacShop/M.1446520180.A.3AA.html
166,"標題[賣/雙北] macbook pro retina 2015 13"" 8/128",時間Tue Nov  3 11:13:16 2015,[交易價格]：37000,https://www.ptt.cc/bbs/MacShop/M.1446520399.A.C0C.html
167,標題[賣/雙北] macbook air 13吋 4/128 2014年,時間Tue Nov  3 11:18:37 2015,[交易價格]：26000,https://www.ptt.cc/bbs/MacShop/M.1446520721.A.1AB.html
168,標題[賣/台南] iPhone 6 64g 灰 全機無傷,時間Tue Nov  3 11:22:19 2015,[交易價格]：18500,https://www.ptt.cc/bbs/MacShop/M.1446520942.A.E95.html
169,標題[賣/全台] 第一專賣-美國iTunes Store Gift Card,時間Tue Nov  3 11:29:22 2015, [交易價格],https://www.ptt.cc/bbs/MacShop/M.1446521366.A.21A.html
170,標題[賣/全省] iphone 5S 16G 金色,時間Tue Nov  3 11:29:25 2015,[交易價格]：7300,https://www.ptt.cc/bbs/MacShop/M.1446521369.A.0CE.html
171,標題[賣/桃園] iPhone 6s 64g 太空灰,時間Tue Nov  3 11:37:13 2015,[交易價格]：25000,https://www.ptt.cc/bbs/MacShop/M.1446521836.A.C1A.html
172,標題[賣/台北] iPhone 6S 64G玫瑰金 台積電 TSMC,時間Tue Nov  3 11:38:57 2015,[交易價格]：28500,https://www.ptt.cc/bbs/MacShop/M.1446521940.A.7B7.html
173,標題[賣/台中]  iPad 4 32G wi-fi 黑,時間Tue Nov  3 11:43:14 2015,[交易價格]：7500,https://www.ptt.cc/bbs/MacShop/M.1446522196.A.8BA.html
174,標題[賣/台北] 全新未拆 iPhone 6s 64G 金色,時間Tue Nov  3 12:08:40 2015,[交易價格]：27000 NT,https://www.ptt.cc/bbs/MacShop/M.1446523722.A.4C9.html
175,標題[賣/台北] iphone 5s 32g 金 長保固,時間Tue Nov  3 12:15:29 2015,[交易價格]： 15000 配合時間地點-500,https://www.ptt.cc/bbs/MacShop/M.1446524133.A.E9A.html
176,標題[賣/桃園] 二手AirPort Express ,時間Tue Nov  3 12:21:43 2015,[交易價格]：1400,https://www.ptt.cc/bbs/MacShop/M.1446524506.A.A8A.html
177,標題[賣/台北] 全新未拆 iPhone 6s 64G 香檳金,時間Tue Nov  3 12:32:33 2015,"[交易價格]： 27,000",https://www.ptt.cc/bbs/MacShop/M.1446525156.A.F23.html
178,標題[賣/台中] IPHONE 6S 64G 玫瑰金 官網貨(重PO)降,時間Tue Nov  3 12:47:10 2015,[交易價格]：27999 這兩天交易完成27300,https://www.ptt.cc/bbs/MacShop/M.1446526032.A.4C0.html
179,標題[賣/台南] iPhone 6S 64G 玫瑰金 27500 神腦貨,時間Tue Nov  3 13:04:13 2015,[交易價格]：27500,https://www.ptt.cc/bbs/MacShop/M.1446527055.A.337.html
180,標題[賣/台中] iphone6s 64g 玫瑰金,時間Tue Nov  3 13:09:07 2015,[交易價格] :27500,https://www.ptt.cc/bbs/MacShop/M.1446527350.A.0C8.html
181,標題[賣/台中] iPhone 6 Plus 64G銀,時間Tue Nov  3 13:11:32 2015,[交易價格]： $17000,https://www.ptt.cc/bbs/MacShop/M.1446527495.A.82D.html
182,標題[賣/台北] iPhone 6 64G 金 整新 保內,時間Tue Nov  3 13:17:39 2015,[交易價格]：18000,https://www.ptt.cc/bbs/MacShop/M.1446527862.A.4C3.html
183,標題[賣/台南] macbook pro 128/8 2015,時間Tue Nov  3 13:23:58 2015,[交易價格]：34500,https://www.ptt.cc/bbs/MacShop/M.1446528242.A.D0C.html
184,標題[賣/全台] iPad mini 4 64 金/銀,時間Tue Nov  3 13:32:12 2015,[交易價格]：14900 含宅配運費,https://www.ptt.cc/bbs/MacShop/M.1446528734.A.4AE.html
185,標題[賣/全國] iPhone 6s 64G -玫瑰金,時間Tue Nov  3 13:39:35 2015,"[交易價格]：不下標是28000-剛查了序號開頭是:DNTQJ,很大機率CPU是台積電",https://www.ptt.cc/bbs/MacShop/M.1446529177.A.2CD.html
186,標題[賣/全國] iPhone6/6S Plus用原廠矽膠護套$900,時間Tue Nov  3 13:43:54 2015,[交易價格]：$900,https://www.ptt.cc/bbs/MacShop/M.1446529437.A.D28.html
187,標題[賣/中壢] iPhone6s 64g 玫瑰金,時間Tue Nov  3 13:53:19 2015,[交易價格]： 27500,https://www.ptt.cc/bbs/MacShop/M.1446530002.A.22F.html
188,標題[賣/全省] iPhone 5S 16GB 32GB iPhone6 16GB,時間Tue Nov  3 14:15:44 2015,[交易價格]：8000 已售出,[交易價格]：9500 含運費
189,[交易價格]：1900 (原價2690),https://www.ptt.cc/bbs/MacShop/M.1446531973.A.561.html,[交易價格]：1900 (原價2690),https://www.ptt.cc/bbs/MacShop/M.1446531973.A.561.html
190,標題[賣/全省] iphone 5 16G 灰色 (整新機),時間Tue Nov  3 14:26:36 2015,[交易價格]：5000,https://www.ptt.cc/bbs/MacShop/M.1446532001.A.5D0.html
191,標題[賣/台中] iPhone 5s 32G金  iPad mini2 Wifi 16G,時間Tue Nov  3 14:36:26 2015,[交易價格]：請確實列出價錢，否則文章會被刪除,https://www.ptt.cc/bbs/MacShop/M.1446532597.A.056.html
192,"標題[賣/台南] Macbook pro Retina 15"" 16g滑鼠鍵盤",時間Tue Nov  3 14:36:49 2015,[交易價格]：50000,https://www.ptt.cc/bbs/MacShop/M.1446532612.A.DFB.html
193,標題[賣/台北] 全新 IPHONE 6S PLUS 64G 玫瑰金,時間Tue Nov  3 14:56:46 2015,[交易價格]：32800,https://www.ptt.cc/bbs/MacShop/M.1446533809.A.CE7.html
194,標題[賣/台中] IPhone 6s and plus 16g玫瑰金,時間Tue Nov  3 15:03:46 2015,[交易價格]：21000,https://www.ptt.cc/bbs/MacShop/M.1446534229.A.A70.html
195,標題[賣/新北] iphone5 16g 黑色,時間Tue Nov  3 15:27:50 2015,[交易價格]：5000,https://www.ptt.cc/bbs/MacShop/M.1446535673.A.3D7.html
196,標題[賣/台中] iphone 4s 32g白,時間Tue Nov  3 15:32:25 2015,[交易價格]：3500,https://www.ptt.cc/bbs/MacShop/M.1446535947.A.5DD.html
197,標題[賣/新竹] iPhone 6 16G 金色 整新機(重PO),時間Tue Nov  3 15:50:39 2015,[交易價格]：13500,https://www.ptt.cc/bbs/MacShop/M.1446537041.A.EAF.html
198,標題[賣/台北中壢] iphone5 銀白16g（全新整新機）,時間Tue Nov  3 16:00:16 2015,[交易價格]：8500,https://www.ptt.cc/bbs/MacShop/M.1446537618.A.269.html
199,標題[賣/桃園] iphone6s plus 玫瑰金(降價),時間Tue Nov  3 16:14:44 2015,[交易價格]：31500,https://www.ptt.cc/bbs/MacShop/M.1446538486.A.60E.html
200,標題[賣/新竹] iphone 5s 16g 金,時間Tue Nov  3 16:20:08 2015,[交易價格]： 8000,https://www.ptt.cc/bbs/MacShop/M.1446538810.A.73A.html
201,標題[賣/全省] ADAM iklips Lightning 32G隨身碟。,時間Tue Nov  3 17:19:25 2015,[交易價格]：網路原價2690元，現在只賣2000元。,https://www.ptt.cc/bbs/MacShop/M.1446542371.A.50A.html
202,標題[賣/台北] iphone 6s + Plus 玫瑰金16g,時間Tue Nov  3 17:24:28 2015,[交易價格]：25000,https://www.ptt.cc/bbs/MacShop/M.1446542671.A.BBD.html
203,標題[賣/新店] 已拆封VERUS 玫瑰金邊框 6/6s適用,時間Tue Nov  3 17:35:59 2015,[交易價格]：1000,https://www.ptt.cc/bbs/MacShop/M.1446543363.A.09E.html
204,標題[賣/台中] iPhone 6 Plus 128g 玫瑰金色,時間Tue Nov  3 17:46:01 2015,"[交易價格]：35,500 (原價36,500)",https://www.ptt.cc/bbs/MacShop/M.1446543965.A.FD6.html
205,標題[賣/台北] 全新 iPad mini 3 16G wifi 銀色 9500,時間Tue Nov  3 18:11:03 2015,[交易價格]：$9500,https://www.ptt.cc/bbs/MacShop/M.1446545465.A.9E2.html
206,標題[賣/新竹] iPhone 6S 64G 玫瑰金,時間Tue Nov  3 18:18:29 2015,[交易價格]：$28000,https://www.ptt.cc/bbs/MacShop/M.1446545913.A.AD8.html
207,標題[賣/台北] 2015 MacBook Pro  Air  台灣版全新未,時間Tue Nov  3 18:39:55 2015,[交易價格]：,https://www.ptt.cc/bbs/MacShop/M.1446547198.A.308.html
208,標題[賣/台北] iphone 6 plus 64G 金色,時間Tue Nov  3 18:50:57 2015,[交易價格]： $17800,https://www.ptt.cc/bbs/MacShop/M.1446547860.A.F40.html
209,標題[賣/全省] SGP Spigen 6/6s手機殼,時間Tue Nov  3 18:51:39 2015,[交易價格]：,https://www.ptt.cc/bbs/MacShop/M.1446547905.A.D8C.html
210,標題[賣/台北] iphone 6 plus 64G 金色,時間Tue Nov  3 18:51:47 2015,[交易價格]：24500,https://www.ptt.cc/bbs/MacShop/M.1446547910.A.909.html
211,標題[賣/中壢] iPhone6 64g 金色,時間Tue Nov  3 19:12:11 2015,[交易價格]：18500,https://www.ptt.cc/bbs/MacShop/M.1446549133.A.D21.html
212,標題[賣/中壢] iPhone6s 64g 金色,時間Tue Nov  3 19:15:14 2015,[交易價格]：26000,https://www.ptt.cc/bbs/MacShop/M.1446549316.A.2B4.html
213,標題[賣/台北] 全新iPhone 6s+ plus 64g 玫瑰金,時間Tue Nov  3 19:24:54 2015,[交易價格]：$32000,https://www.ptt.cc/bbs/MacShop/M.1446549896.A.D18.html
214,標題[賣/台北] iphone 6 plus 16g金,時間Tue Nov  3 19:28:19 2015,[交易價格]：16500(如不需要耳機-500),https://www.ptt.cc/bbs/MacShop/M.1446550101.A.1DB.html
215,標題[賣/台北] iphone 5 64G 黑,時間Tue Nov  3 19:43:53 2015,[交易價格]：8500,https://www.ptt.cc/bbs/MacShop/M.1446551035.A.9D6.html
216,標題[賣/台南] IPAD Mini4 日版 64G,時間Tue Nov  3 19:57:46 2015,[交易價格]：14800元,https://www.ptt.cc/bbs/MacShop/M.1446551868.A.30E.html
217,標題[賣/台北] Macbook Pro Retina 15 保固中,時間Tue Nov  3 20:00:02 2015,[交易價格]：42000元,https://www.ptt.cc/bbs/MacShop/M.1446552009.A.B96.html
218,標題[賣/雙北] 保固內 13.3 MacBook Air 128/8,時間Tue Nov  3 20:02:27 2015,[交易價格]：30000 可討論,https://www.ptt.cc/bbs/MacShop/M.1446552149.A.D6B.html
219,標題[賣/台北]　iphone 5s 32g 金,時間Tue Nov  3 20:29:51 2015,[交易價格]：nt7500,https://www.ptt.cc/bbs/MacShop/M.1446553793.A.CEE.html
220,標題[賣/雙北] 全新原廠iPhone 5/5s Case-紅色,時間Tue Nov  3 20:45:05 2015,[交易價格]：500,https://www.ptt.cc/bbs/MacShop/M.1446554712.A.2EB.html
221,標題[賣/台北] iPhone 6S 64g 玫瑰金 台積電TSMC(售出),時間Tue Nov  3 20:56:58 2015,[交易價格]：29000,https://www.ptt.cc/bbs/MacShop/M.1446555420.A.3AF.html
222,標題[賣/新竹] iphone 5s 16GB 灰,時間Tue Nov  3 21:04:00 2015,[交易價格]：8000,https://www.ptt.cc/bbs/MacShop/M.1446555842.A.146.html
223,標題[賣/台北] iPhone 5 白 16G,時間Tue Nov  3 21:07:43 2015,[交易價格]：5000元,https://www.ptt.cc/bbs/MacShop/M.1446556066.A.664.html
224,標題[賣/高雄] iPhone 6S Plus 64G 玫瑰金,時間Tue Nov  3 21:17:53 2015,[交易價格]：32500,https://www.ptt.cc/bbs/MacShop/M.1446556676.A.C07.html
225,標題[賣/高雄 ] IPHONE 5 銀色  16G與32G 各一支,時間Tue Nov  3 21:21:22 2015,[交易價格]：16G 4500 、32G 5000,https://www.ptt.cc/bbs/MacShop/M.1446556885.A.646.html
226,標題[賣/台北] iPhone 6 Plus 64GB 銀 / 保內 (售出),時間Tue Nov  3 21:32:18 2015,[交易價格]：$19000，誠可議但請告知原因，或不需要配件,https://www.ptt.cc/bbs/MacShop/M.1446557542.A.5E7.html
227,標題[賣/桃園] iphone 6s plus 64g 金色,時間Tue Nov  3 21:49:18 2015,[交易價格]：30000元,https://www.ptt.cc/bbs/MacShop/M.1446558561.A.202.html
228,標題[賣/中壢] iPhone 5 白 16G,時間Tue Nov  3 21:54:36 2015,"[交易價格]：$5,500",https://www.ptt.cc/bbs/MacShop/M.1446558879.A.8CF.html
229,標題[賣/台北] Macbook Air 2014 i5/4G/128G 保固內,時間Tue Nov  3 22:03:59 2015,[交易價格]：24000,https://www.ptt.cc/bbs/MacShop/M.1446559443.A.F7C.html
230,標題[賣/台北] iphone 4S 64G,時間Tue Nov  3 22:04:44 2015,[交易價格]：4000,https://www.ptt.cc/bbs/MacShop/M.1446559487.A.A1E.html
231,標題[賣/台北] IPhone 5S 銀 16G*2,時間Tue Nov  3 22:08:00 2015,[交易價格]：7000,[交易價格]：7000
232,標題[賣/台北] iphone 6 64g太空灰,時間Tue Nov  3 22:32:01 2015,[交易價格]：$17000,https://www.ptt.cc/bbs/MacShop/M.1446561124.A.40A.html
233,標題[賣/台中] apple watch 42mm不鏽鋼錶殼&錶鏈帶,時間Tue Nov  3 22:35:50 2015,"[交易價格]：27,800元（面交可以優惠23800）台中市區可面交  火車站也可以",https://www.ptt.cc/bbs/MacShop/M.1446561353.A.46A.html
234,標題[賣/台北] iPhone 5s 16g (ios 7.1),時間Tue Nov  3 22:54:25 2015,[交易價格]：7000,https://www.ptt.cc/bbs/MacShop/M.1446562468.A.589.html
235,標題[賣/桃園] iphone5s 銀色 16G $7500,時間Tue Nov  3 22:57:10 2015,[交易價格]：7500,https://www.ptt.cc/bbs/MacShop/M.1446562632.A.C94.html
236,標題[賣/台北] 全新未拆封 iPhone 6S 16G玫瑰金,時間Tue Nov  3 23:00:31 2015,[交易價格]： 22900,https://www.ptt.cc/bbs/MacShop/M.1446562833.A.E2F.html
237,標題[賣/台北] iphone 4 16g 黑,時間Tue Nov  3 23:00:50 2015,[交易價格]：$1800,https://www.ptt.cc/bbs/MacShop/M.1446562852.A.6A3.html
238,標題[賣/台北] iPhone 6 Plus 64GB 金,時間Tue Nov  3 23:11:18 2015,"[交易價格]：19,800 配合面交地點可小議",https://www.ptt.cc/bbs/MacShop/M.1446563480.A.C30.html
239,標題[賣/新竹] 二手iPad mini3 64G  LTE 灰色 重PO,時間Tue Nov  3 23:16:05 2015,[交易價格]：12000,https://www.ptt.cc/bbs/MacShop/M.1446563768.A.A46.html
240,標題[賣/台北] 全新 Snap!Pro 6/6s專業版（黑）,時間Tue Nov  3 23:16:06 2015,[交易價格]：2390,https://www.ptt.cc/bbs/MacShop/M.1446563776.A.5F3.html
241,標題[賣/台北] iPhone5 64G 黑色 剛換電池,時間Tue Nov  3 23:16:40 2015,[交易價格]：NT$7000,https://www.ptt.cc/bbs/MacShop/M.1446563836.A.14B.html
242,標題[賣/台北] 全新ipod nano 7 未拆封,時間Tue Nov  3 23:25:34 2015,[交易價格]：5200,https://www.ptt.cc/bbs/MacShop/M.1446564336.A.A5D.html
243,標題[賣/全國] ozaki iPhone6/6s 手機皮套,時間Tue Nov  3 23:34:52 2015,[交易價格]：700/原價1290,https://www.ptt.cc/bbs/MacShop/M.1446564895.A.0D1.html
244,標題[賣/台北] 已售出 感謝,時間Tue Nov  3 23:44:13 2015,[交易價格]：售出,https://www.ptt.cc/bbs/MacShop/M.1446565455.A.FA9.html
245,標題[賣/高雄] Iphone5S 金 16G,時間Tue Nov  3 23:50:35 2015,[交易價格]：7500,https://www.ptt.cc/bbs/MacShop/M.1446565837.A.ECB.html
246,標題[賣/台中] iPhone 6S Plus 16G 金色,時間Wed Nov  4 00:08:46 2015,[交易價格]： 24000,https://www.ptt.cc/bbs/MacShop/M.1446566931.A.CE0.html
247,標題[賣/台北] iPhone6S 16G 玫瑰金 全新未拆,時間Wed Nov  4 00:10:41 2015,[交易價格]：21000(誠可小議),https://www.ptt.cc/bbs/MacShop/M.1446567043.A.973.html
248,標題[賣/雙北] iPad mini 2 wifi + cellular 32G,時間Wed Nov  4 00:14:47 2015,"[交易價格]： $8,500",https://www.ptt.cc/bbs/MacShop/M.1446567291.A.F05.html
249,標題[賣/台北] iPhone 5s 金色,時間Wed Nov  4 00:18:37 2015,[交易價格]：8500,https://www.ptt.cc/bbs/MacShop/M.1446567519.A.0C4.html
250,標題[賣/台北] iPhone 6s 64g 台積電 銀,時間Wed Nov  4 00:30:14 2015,[交易價格]：26900,https://www.ptt.cc/bbs/MacShop/M.1446568216.A.6F8.html
251,標題[賣/台北] iphone 6s plus 64g tsmc 台積電版,時間Wed Nov  4 00:32:13 2015,[交易價格]：這兩天可面交者 32500,https://www.ptt.cc/bbs/MacShop/M.1446568336.A.481.html
252,標題[賣/台北] iPhone 6s 64g 銀色,時間Wed Nov  4 00:51:46 2015,[交易價格]：27500,https://www.ptt.cc/bbs/MacShop/M.1446569509.A.920.html
